group_kanji,member_number,kanji,original_kanji,meaning,story,frame_number,onyomi
肖,1,肖④,肖,resemblance,"The word resemblance should suggest, among other things, a son’s resemblance to his father. A “chip off the old block” is the way we often put it, but the character is more simple. It speaks of a little bit of flesh. [7]",7,
肖,1,肖⑤,肖,"spark, candle","* When used as a primitive, the sense of resemblance is replaced by that of spark or candle. (If you want an explanation: the kanji for moon also carries a secondary sense of fire, which we omitted because we are keeping that meaning for other primitives.)",,
肖,2,悄,悄,,,,
肖,3,消,消,"extinguish, blow out, turn off, neutralize, cancel","Among the many things water is useful for is extinguishing fires. First of all, take the water at the left as the drops of water that are used to depict water in general. In the best of all possible worlds, the most efficient way to extinguish a fire would be to see that each drop of water hits one spark of the conflagration. An unthinkable bit of utopian firefighting, you say to yourself, but helpful for assigning this key word its primitives. [10]",10,
肖,4,哨,哨,,,,
肖,5,峭,峭,,,,
肖,6,逍,逍,,,,
肖,7,梢,梢,"treetops, twig","As the days grow shorter and shorter, or so the northern European myth goes, the fear grows that the sun will take its leave of us altogether, abandoning the world to total darkness. Fixing candles to the branches of evergreen trees, it was believed, would lure the sun back (like things attracting like things), whence the custom of the lighted tree that eventually found its way into our Christmas customs. The story is a lot longer and more complex than that, but it should help to fix the image of climbing high up into the treetops to fix candles on the tree. [11]",11,
肖,8,稍,稍,,,,
肖,9,硝①,硝,"nitrate, saltpeter","The word nitrate should immediately suggest a beaker of nitric acid, which, as every high-school chemistry student knows, can eat its way through some pretty tough substances. Here we imagine pouring it over a rock and watching the sparks fly as it bores a hole through the rock. [12]",12,
肖,10,蛸,蛸,,,,
肖,11,趙,趙,,,,
肖,12,誚,誚,,,,
肖,13,銷,銷,,,,
肖,14,鞘,鞘,,,,
肖,15,鮹,鮹,,,,
肖,15,肖⑥,肖,,,,
用,1,用①,用,"utilize, business, service, use, employ",Meat . . . walking stick. Be sure to keep this key word distinct from that for use (frame 990). The stroke order is exactly as you would expect it from the order of the primitive elements as given. [5],5,ヨウ
用,1,用②,用,"a screwdriver, perhaps the most utilized of all tools around the house.","* as a primitive ELEMENT, we shall substitute the image of a screwdriver, perhaps the most utilized of all tools around the house.",,ヨウ
用,2,庸,庸,"commonplace, ordinary, employment",Cave . . . rake . . . screwdriver. [11],11,ヨウ
用,3,備,備,"equip, provision, preparation","Person . . . flowers . . . cliff . . . screwdriver. In cases like this you can jumble up the primitive into any order that seems best for the composition of a story, provided you feel confident about the relative position that those primitives take to one another in the completed character. [12]",12,ビ
用,3,用③,用,,,,
角,1,角①,角,"angle, corner, square, horn, antlers","Bound up . . . glass canopy . . . walking stick . . . two. If you write the character once, you will see why we avoided using the element for soil, which would prompt you to write it in improper order. [7]",7,カク
角,1,角②,角,the tool used by draftsmen and carpenters to draw right-angles,"* as a primitive, imagine the tool used by draftsmen and carpenters to draw right-angles.",,カク
角,2,触,触,"contact, touch, feel, hit, proclaim, announce, conflict",Angle . . . insect. [13],13,ショク
角,3,解,解,"unravel, notes, key, explanation, understanding, untie, undo, solve, answer, cancel, absolve, explain, minute",Angle . . . dagger . . . cow. [13],13,カイ、ゲ
角,3,角③,角,,,,
身,1,身①,身,"somebody, person, one's station in life","The key word somebody was chosen to convey the double meaning of this kanji: body and person. Its composition is based on the nose (which, you will recall, is also the kanji for oneself). The extension of the bottom and far right strokes of that element, together with the unusual diagonal stroke, forms the pictograph of somebody with a prominent paunch. [7]",7,シン
身,2,射,射,"shoot, shine into, onto, archery","“I shot an arrow into the air, And it landed I know not where” goes the poem. (The poor poet obviously loses a lot of arrows.) This kanji, however, tells us where it did land. Its elements: somebody . . . glued to. [10]",10,シャ
身,3,謝,謝,"apologize, thank, refuse",Words . . . shoot. [17],17,シャ
身,3,身②,身,,,,
瓦,1,瓦①,瓦,"tile, gram","Ceiling . . . walking stick . . . fishhook . . . ice. Note how the last stroke of the final element, ice, is stretched out to close the bottom of the tile. [5]",5,ガ
瓦,2,瓶,瓶,"bottle, vial, jar, jug, vat, urn",Puzzle . . . tile. [11],11,ビン
瓦,2,瓦②,瓦,,,,
夜,1,夜①,夜,"night, evening","First of all, be sure not to confuse the connotations of night with those of evening (frame 109) and night break (frame 30). Its elements: top hat . . person . . .walking legs . . . drop. [8]",8,ヤ
夜,2,液,液,"fluid, liquid, juice, sap, secretion",Water . . . night. [11],11,エキ
夜,2,夜②,夜,,,,
彑,1,彑①,彑,pig's head radical variant (no. 58),pig's head,,
彑,2,互①,互,"mutually, reciprocally, together",ceiling . . . pig's head. [11],11,ゴ
彑,3,剝,剝,"come off, peel, fade, discolor",Pig's head . . . grains of rice . . . spear. [10],10,ハク、 ホク
彑,4,彙①,彙,"same kind, collect, classify, category, hedgehog",Pig's head . . . crown . . . fruits. [11],11,イ
彑,4,彑②,彑,,,,
,2,以,以,"by means of, because, in view of, compared with","Picture a person dragging a plow behind, and the drop of sweat which falls from his brow as he does his work. Think of him (or her, for that matter) making a living “by means of the sweat of their brows.” [5]",5,イ
,3,似,似,"becoming, resemble, counterfeit, imitate, suitable",Be sure to keep this key word distinct from likeness (frame 100). Its elements: person . . . by means of. [7],7,ジ
凹,1,凹①,凹,"concave, hollow, sunken","You couldn’t have asked for a better key word for this kanji! Just have a look at it: a perfect image of a concave lens (remembering, of course, that the kanji square off rounded things), complete with its own little “cave.” Now all you have to do is learn how to write it. [5]",5,オウ
凹,2,凸,凸,"convex, beetle brow, uneven","Maybe this helps you see how the Japanese have no trouble keeping convex distinct from concave. Note the odd feeling of the third stroke. If it doesn’t feel all that strange now, by the time you are done with this book, it will. There are very few times you will have to write it. [5]",5,トツ
凹,2,凹②,凹,,,,
丷,1,丷①,丷,horns,"* horns ( This primitive element always appears at the top of the element to which it is related, and is always attached, or almost attached, to the first horizontal line to come under it. The horns can never simply be left hanging in the air. When there is no line available, an extra horizontal stroke (like a one) is added. The final kanji of this Lesson gives an example. The meaning of this element is wide enough to embrace the horns of bulls, rams, billy goats, and moose, but not the family of musical instruments. As with other elements with such “open” meanings, it is best to settle on one that you find most vivid and stick with that image consistently. [2]",2,
丷,2,首,首,"neck, counter for songs and poems","Reading this kanji from the top down, we have: horns . . . nose. Together they bring to mind the picture of a moose-head hanging on the den wall, with its great horns and long nose. Now while we would speak of cutting off a moose’s “head” to hang on the wall, the Japanese speak of cutting off its neck. It’s all a matter of how you look at it. Anyway, if you let the word neck conjure up the image of a moose with a very l-o-n-g neck hanging over the fireplace, whose horns you use for a coat-rack and whose nose has spigots left and right for scotch and water, you should have no trouble with the character. Here we get a good look at what we mentioned when we first introduced the element for horns: that they can never be left floating free and require an extra horizontal stroke to prevent that from happening, as is the case here. [9]",9,シュ
丷,2,丷②,丷,,,,
前,1,前①,前,"in front, before","We waited to introduce this character until now, even though the pieces have been available for some time, because it helps to reinforce the odd kanji of the last frame. Picture the butcher hacking away with his knife at a slab of meat on his table with a pair of ram’s horns placed in front of him (or on his head, if you prefer). There is no need to worry about confusing this kanji with that for before (frame 248), since it will not appear as a primitive in any other character used in this book. [9]",9,ゼン
